Well,Fluor,Target,Content,Sample,Cq,Starting Quantity (SQ),Cq Mean
D02,FAM,PfVarATS,Unkn,5073,37.15353158,NaN,37.15353158
D04,FAM,PfVarATS,Unkn,5075,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,5076,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,5077,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,5610,36.8461337,NaN,36.8461337
D08,FAM,PfVarATS,Unkn,5611,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,5612,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,5613,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,5614,37.32283474,NaN,37.32283474
D12,FAM,PfVarATS,Unkn,5615,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,5619,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,5621,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,5622,36.74235083,NaN,36.74235083
E08,FAM,PfVarATS,Unkn,5623,36.00086145,NaN,36.00086145
E11,FAM,PfVarATS,Unkn,5626,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,5627,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,5628,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,5633,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,5634,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,5636,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,5637,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,5638,36.29798505,NaN,36.29798505
G01,FAM,PfVarATS,Unkn,5640,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,5641,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,5643,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,5644,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,5645,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,5647,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,5648,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,5649,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,5650,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,5651,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,5652,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,5654,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,5655,41.66679781,NaN,41.66679781
H05,FAM,PfVarATS,Unkn,5656,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,5657,NaN,NaN,0
H09,FAM,PfVarATS,Unkn,5660,36.98220027,NaN,36.98220027
A01,FAM,PfVarATS,Unkn,2666,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,2667,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,2668,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,2669,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,2670,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,2671,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,2672,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,2673,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,2674,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,2675,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,2676,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,2677,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,2678,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,2679,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,2680,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,2682,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,2683,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,2684,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,2685,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,2686,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,2687,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,2688,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,2689,41.61842222,NaN,41.61842222
C01,FAM,PfVarATS,Unkn,2690,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,2691,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,2692,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,2693,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,2694,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,2695,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,2696,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,2697,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,2698,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,2699,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,2700,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,2701,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,2702,38.67017956,NaN,38.67017956
D02,FAM,PfVarATS,Unkn,2703,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,2704,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,2705,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,2706,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,2707,36.37975921,NaN,36.37975921
D07,FAM,PfVarATS,Unkn,2708,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,2709,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,2710,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,2711,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,2712,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,2713,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,2714,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,2715,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,2716,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,2717,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,2718,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,2719,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,2720,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,2721,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,2722,37.10849203,NaN,37.10849203
E10,FAM,PfVarATS,Unkn,2723,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,2724,NaN,NaN,0
E12,FAM,PfVarATS,Unkn,2725,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,2726,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,2727,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,2728,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,2729,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,2730,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,2731,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,2732,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,2733,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,2734,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,2735,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,2736,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,2737,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,2738,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,2739,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,2740,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,2741,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,2743,36.25741374,NaN,36.25741374
G07,FAM,PfVarATS,Unkn,2744,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,2745,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,2746,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,2975,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,2976,37.93493675,NaN,37.93493675
G12,FAM,PfVarATS,Unkn,2977,36.13812586,NaN,36.13812586
H01,FAM,PfVarATS,Unkn,2978,NaN,NaN,0
H02,FAM,PfVarATS,Unkn,2979,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,2980,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,2981,NaN,NaN,0
H05,FAM,PfVarATS,Unkn,2982,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,2759,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,2760,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,2761,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,2762,NaN,NaN,0
A05,FAM,PfVarATS,Unkn,2763,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,2764,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,2765,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,2766,38.39253353,NaN,38.39253353
A09,FAM,PfVarATS,Unkn,2767,37.04597638,NaN,37.04597638
A10,FAM,PfVarATS,Unkn,2768,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,2769,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,2770,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,2771,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,2772,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,2773,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,2774,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,2775,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,2776,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,2777,NaN,NaN,0
B08,FAM,PfVarATS,Unkn,2778,NaN,NaN,0
B09,FAM,PfVarATS,Unkn,2779,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,2780,37.40895729,NaN,37.40895729
B11,FAM,PfVarATS,Unkn,2781,40.15667025,NaN,40.15667025
B12,FAM,PfVarATS,Unkn,2782,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,2783,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,2784,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,2785,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,2786,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,2787,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,2789,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,2793,40.50689012,NaN,40.50689012
C12,FAM,PfVarATS,Unkn,2794,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,2795,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,2796,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,2797,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,2798,37.84854573,NaN,37.84854573
D05,FAM,PfVarATS,Unkn,2799,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,2800,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,2801,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,2802,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,2803,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,2804,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,2805,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,2806,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,2807,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,2808,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,2809,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,2810,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,978,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,979,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,981,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,983,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,984,38.6880574,NaN,38.6880574
E12,FAM,PfVarATS,Unkn,985,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,986,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,987,40.3661483,NaN,40.3661483
F03,FAM,PfVarATS,Unkn,1007,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,1008,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,1009,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,1010,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,1011,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,1012,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,1013,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,1014,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,1015,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,1016,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,1017,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,1018,38.16479178,NaN,38.16479178
G03,FAM,PfVarATS,Unkn,1019,NaN,NaN,0
G04,FAM,PfVarATS,Unkn,1020,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,1025,39.58549553,NaN,39.58549553
G06,FAM,PfVarATS,Unkn,1026,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,1027,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,1028,39.9028094,NaN,39.9028094
G09,FAM,PfVarATS,Unkn,1029,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,1030,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,1031,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,1032,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,1033,NaN,NaN,0
H02,FAM,PfVarATS,Unkn,1034,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,1035,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,1036,NaN,NaN,0
H05,FAM,PfVarATS,Unkn,1037,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,1044,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,241,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,242,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,243,NaN,NaN,0
A04,FAM,PfVarATS,Unkn,251,NaN,NaN,0
A06,FAM,PfVarATS,Unkn,256,NaN,NaN,0
A07,FAM,PfVarATS,Unkn,258,36.03705049,NaN,36.03705049
A08,FAM,PfVarATS,Unkn,259,36.25039334,NaN,36.25039334
A09,FAM,PfVarATS,Unkn,260,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,261,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,262,36.62144791,NaN,36.62144791
A12,FAM,PfVarATS,Unkn,263,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,264,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,265,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,266,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,268,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,5261,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,5262,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,5263,37.40964649,NaN,37.40964649
B09,FAM,PfVarATS,Unkn,5265,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,5266,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,5267,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,5268,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,5269,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,5270,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,5271,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,5272,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,5273,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,5274,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,5275,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,5276,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,5277,NaN,NaN,0
C10,FAM,PfVarATS,Unkn,5278,NaN,NaN,0
C11,FAM,PfVarATS,Unkn,5279,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,5280,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,5281,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,5282,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,5283,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,5284,NaN,NaN,0
D05,FAM,PfVarATS,Unkn,5285,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,5286,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,5287,37.23037844,NaN,37.23037844
D08,FAM,PfVarATS,Unkn,5288,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,5289,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,5290,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,5291,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,5293,36.36456349,NaN,36.36456349
E02,FAM,PfVarATS,Unkn,5294,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,5295,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,5296,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,5297,36.15481768,NaN,36.15481768
E06,FAM,PfVarATS,Unkn,5298,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,5299,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,5300,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,5301,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,5302,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,5303,37.27160552,NaN,37.27160552
E12,FAM,PfVarATS,Unkn,5304,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,5305,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,5306,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,5307,NaN,NaN,0
F04,FAM,PfVarATS,Unkn,5308,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,5309,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,5310,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,5311,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,5312,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,5313,NaN,NaN,0
F10,FAM,PfVarATS,Unkn,5314,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,5315,NaN,NaN,0
F12,FAM,PfVarATS,Unkn,5316,NaN,NaN,0
G01,FAM,PfVarATS,Unkn,5317,NaN,NaN,0
G02,FAM,PfVarATS,Unkn,5318,NaN,NaN,0
G03,FAM,PfVarATS,Unkn,5319,NaN,NaN,0
G05,FAM,PfVarATS,Unkn,5321,NaN,NaN,0
G06,FAM,PfVarATS,Unkn,5322,NaN,NaN,0
G07,FAM,PfVarATS,Unkn,5323,NaN,NaN,0
G08,FAM,PfVarATS,Unkn,5324,NaN,NaN,0
G09,FAM,PfVarATS,Unkn,5325,NaN,NaN,0
G10,FAM,PfVarATS,Unkn,5326,NaN,NaN,0
G11,FAM,PfVarATS,Unkn,5327,NaN,NaN,0
G12,FAM,PfVarATS,Unkn,5328,NaN,NaN,0
H01,FAM,PfVarATS,Unkn,5329,39.62653095,NaN,39.62653095
H02,FAM,PfVarATS,Unkn,5330,NaN,NaN,0
H03,FAM,PfVarATS,Unkn,5331,NaN,NaN,0
H04,FAM,PfVarATS,Unkn,5332,NaN,NaN,0
H06,FAM,PfVarATS,Unkn,5334,NaN,NaN,0
H07,FAM,PfVarATS,Unkn,5335,NaN,NaN,0
H08,FAM,PfVarATS,Unkn,5336,NaN,NaN,0
H09,FAM,PfVarATS,Unkn,5337,NaN,NaN,0
H10,FAM,PfVarATS,Unkn,5338,NaN,NaN,0
A01,FAM,PfVarATS,Unkn,5238,NaN,NaN,0
A02,FAM,PfVarATS,Unkn,5239,NaN,NaN,0
A03,FAM,PfVarATS,Unkn,5240,36.41361416,NaN,36.41361416
A04,FAM,PfVarATS,Unkn,5241,37.07908634,NaN,37.07908634
A05,FAM,PfVarATS,Unkn,5242,37.13960892,NaN,37.13960892
A07,FAM,PfVarATS,Unkn,5244,NaN,NaN,0
A08,FAM,PfVarATS,Unkn,5245,NaN,NaN,0
A09,FAM,PfVarATS,Unkn,5246,NaN,NaN,0
A10,FAM,PfVarATS,Unkn,5247,NaN,NaN,0
A11,FAM,PfVarATS,Unkn,5248,NaN,NaN,0
A12,FAM,PfVarATS,Unkn,5249,NaN,NaN,0
B01,FAM,PfVarATS,Unkn,2199,NaN,NaN,0
B02,FAM,PfVarATS,Unkn,2120,NaN,NaN,0
B03,FAM,PfVarATS,Unkn,2122,NaN,NaN,0
B04,FAM,PfVarATS,Unkn,2121,NaN,NaN,0
B05,FAM,PfVarATS,Unkn,2123,NaN,NaN,0
B06,FAM,PfVarATS,Unkn,2124,NaN,NaN,0
B07,FAM,PfVarATS,Unkn,2125,37.00399109,NaN,37.00399109
B08,FAM,PfVarATS,Unkn,2126,37.03241713,NaN,37.03241713
B09,FAM,PfVarATS,Unkn,2127,NaN,NaN,0
B10,FAM,PfVarATS,Unkn,2128,NaN,NaN,0
B11,FAM,PfVarATS,Unkn,2129,NaN,NaN,0
B12,FAM,PfVarATS,Unkn,2130,NaN,NaN,0
C01,FAM,PfVarATS,Unkn,2131,NaN,NaN,0
C02,FAM,PfVarATS,Unkn,2132,NaN,NaN,0
C03,FAM,PfVarATS,Unkn,2185,NaN,NaN,0
C04,FAM,PfVarATS,Unkn,2186,NaN,NaN,0
C05,FAM,PfVarATS,Unkn,2187,NaN,NaN,0
C06,FAM,PfVarATS,Unkn,2188,NaN,NaN,0
C07,FAM,PfVarATS,Unkn,2189,NaN,NaN,0
C08,FAM,PfVarATS,Unkn,2190,NaN,NaN,0
C09,FAM,PfVarATS,Unkn,2191,37.82204209,NaN,37.82204209
C10,FAM,PfVarATS,Unkn,2192,36.7797846,NaN,36.7797846
C11,FAM,PfVarATS,Unkn,2193,NaN,NaN,0
C12,FAM,PfVarATS,Unkn,2194,NaN,NaN,0
D01,FAM,PfVarATS,Unkn,2195,NaN,NaN,0
D02,FAM,PfVarATS,Unkn,2196,NaN,NaN,0
D03,FAM,PfVarATS,Unkn,2197,NaN,NaN,0
D04,FAM,PfVarATS,Unkn,2198,37.70792263,NaN,37.70792263
D05,FAM,PfVarATS,Unkn,2199,NaN,NaN,0
D06,FAM,PfVarATS,Unkn,2200,NaN,NaN,0
D07,FAM,PfVarATS,Unkn,2210,NaN,NaN,0
D08,FAM,PfVarATS,Unkn,2209,NaN,NaN,0
D09,FAM,PfVarATS,Unkn,2208,NaN,NaN,0
D10,FAM,PfVarATS,Unkn,2207,NaN,NaN,0
D11,FAM,PfVarATS,Unkn,2206,NaN,NaN,0
D12,FAM,PfVarATS,Unkn,2205,NaN,NaN,0
E01,FAM,PfVarATS,Unkn,2204,NaN,NaN,0
E02,FAM,PfVarATS,Unkn,2203,NaN,NaN,0
E03,FAM,PfVarATS,Unkn,2202,NaN,NaN,0
E04,FAM,PfVarATS,Unkn,2201,NaN,NaN,0
E05,FAM,PfVarATS,Unkn,2211,NaN,NaN,0
E06,FAM,PfVarATS,Unkn,2212,NaN,NaN,0
E07,FAM,PfVarATS,Unkn,2213,NaN,NaN,0
E08,FAM,PfVarATS,Unkn,2214,NaN,NaN,0
E09,FAM,PfVarATS,Unkn,2215,NaN,NaN,0
E10,FAM,PfVarATS,Unkn,2216,NaN,NaN,0
E11,FAM,PfVarATS,Unkn,2217,36.6196076,NaN,36.6196076
E12,FAM,PfVarATS,Unkn,2218,NaN,NaN,0
F01,FAM,PfVarATS,Unkn,2219,NaN,NaN,0
F02,FAM,PfVarATS,Unkn,2220,NaN,NaN,0
F03,FAM,PfVarATS,Unkn,2221,36.24800092,NaN,36.24800092
F04,FAM,PfVarATS,Unkn,2222,NaN,NaN,0
F05,FAM,PfVarATS,Unkn,2223,NaN,NaN,0
F06,FAM,PfVarATS,Unkn,2224,NaN,NaN,0
F07,FAM,PfVarATS,Unkn,2225,NaN,NaN,0
F08,FAM,PfVarATS,Unkn,2226,NaN,NaN,0
F09,FAM,PfVarATS,Unkn,2227,36.46001132,NaN,36.46001132
F10,FAM,PfVarATS,Unkn,2228,NaN,NaN,0
F11,FAM,PfVarATS,Unkn,2229,NaN,NaN,0
